data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,output
1,129,G,27.5098,2238,1,9.344365141,1,M,p,60.90318514
2,184,F,27.32007335,1944,1,4.439428484,1,M,p,67.8274945
2,152,H,16.46349247,2181,1,9.056477475,1,M,p,56.27362069
5,250,B,18.71339866,1754,1,0.97353325,0,M,p,72.81559205
1,188,B,28.69425309,2314,1,3.429496447,1,M,p,67.85432422
8,294,D,22.6320231,1481,1,6.412358961,2,M,p,93.58117975
6,223,G,16.3724643,2166,1,7.26941552,2,M,p,72.60463339
0,148,B,22.37664904,1028,1,7.892767558,1,M,p,57.6317517
8,178,C,16.62306486,1779,1,0.856112722,1,M,p,59.41687109
2,213,C,29.79710933,1004,1,6.407967685,1,M,p,77.82536609
3,257,C,10.35178301,1577,1,9.856642105,1,M,p,73.57324681
8,103,B,22.81185738,1315,1,4.983098355,1,M,p,54.11377
4,220,B,22.37180968,1424,1,1.737950666,0,M,p,69.87257937
1,159,H,23.42393004,2875,1,7.797903805,0,M,p,61.67944084
5,155,H,25.40864826,2621,1,1.6536076,1,M,p,60.52139104
7,263,A,10.20713298,2038,1,0.71395972,0,M,p,69.50037941
6,113,D,10.42892055,1078,1,7.523410605,2,M,p,45.5094391
4,188,F,28.76505622,2381,1,1.533072363,2,M,p,69.02162297
3,201,A,20.95109045,1371,1,3.295451049,2,M,p,65.35143245
6,138,C,25.28961174,1259,1,1.698722563,0,M,p,58.05937312
1,129,D,21.81844618,1110,1,7.107659541,2,M,p,53.5442611
2,202,H,26.39858709,2836,1,5.814057921,0,M,p,71.9727863
2,165,D,13.7622827,1590,1,0.679347483,2,M,p,48.06540191
7,136,A,11.04392244,1329,1,2.701694523,1,M,p,46.84122472
3,271,G,24.00639925,2757,1,6.800009717,2,M,p,85.60576905
8,167,H,13.10806541,2642,1,4.851928132,2,M,p,58.049187
4,146,F,12.70799174,2485,1,5.806500243,2,M,p,50.44369281
4,254,H,29.64430018,2416,1,0.91053549,1,M,p,82.39040566
6,209,B,25.0654201,2262,1,5.818663117,0,M,p,76.1775412
5,276,A,21.61611873,1012,1,1.427465566,2,M,p,81.08197243
1,185,D,17.42854931,2500,1,0.977608506,1,M,p,54.66330289
8,256,F,26.16142989,1312,1,3.728846146,0,M,p,86.47413305
5,228,A,11.93505984,2991,1,4.601917285,0,M,p,65.94347114
2,186,B,25.08609397,2662,1,8.435143158,2,M,p,70.21262773
2,150,A,18.60602178,1279,1,9.298498671,2,M,p,58.04391827
2,171,H,24.70890294,2476,1,3.439156926,0,M,p,61.87716957
6,193,A,10.38025244,2673,1,3.148663412,1,M,p,57.0908906
6,151,E,18.20595489,2783,1,0.360703938,1,M,p,52.94606334
1,234,F,11.8004888,1327,1,4.330897054,1,M,p,62.75133697
2,222,G,18.50244579,1238,1,7.014340479,1,M,p,70.06654169
6,228,D,17.5763568,2759,1,7.430238989,0,M,p,74.84896011
2,204,F,22.38119884,1273,1,7.83609993,0,M,p,70.77917888
2,238,B,18.59982652,2328,1,2.190684474,1,M,p,68.53052834
6,270,G,26.25671014,1208,1,0.405063512,0,M,p,84.03610264
2,122,A,22.81065633,1974,1,6.594350144,0,M,p,53.52394084
7,239,H,13.83598082,1919,1,0.603446279,2,M,p,67.85582902
3,142,E,20.59387213,1991,1,3.441274943,2,M,p,53.37575986
5,172,C,10.34897842,1683,1,2.830798344,1,M,p,51.54487892
2,126,C,17.08884129,2930,1,3.918644534,0,M,p,46.49860169
1,262,D,26.78740124,1275,1,3.623095141,1,M,p,81.13175626
5,166,D,29.34777327,1159,1,8.413692452,1,M,p,73.02668839
4,200,A,18.43443979,2754,1,7.629291191,0,M,p,68.220287
2,259,C,18.81803914,2169,1,3.530990611,1,M,p,74.26722584
3,282,D,22.43561769,2553,1,8.403235149,0,M,p,87.99529107
0,185,H,24.87402245,1289,1,4.991118953,1,M,p,64.37773916
4,109,A,22.36647742,2610,1,8.681356511,0,M,p,54.61118619
0,174,H,25.91296397,2407,1,0.6699078,2,M,p,58.79157538
9,282,H,22.58682988,1953,1,7.346539109,1,M,p,93.074686
7,219,E,12.57137259,1570,1,4.113549146,1,M,p,66.22778448
0,284,B,21.07223029,2787,1,8.325736606,2,M,p,84.09074386
2,148,E,25.63514623,1163,1,3.094030864,1,M,p,57.76566247
0,185,E,18.87975215,1580,1,1.078595007,1,M,p,55.07037195
8,297,H,28.85094888,2805,1,0.834077228,1,M,p,94.19993122
7,196,A,18.61148929,1934,1,4.73974016,0,M,p,67.69008052
2,294,H,24.93968479,2283,1,5.728598819,2,M,p,88.97431513
7,166,F,26.58104617,1855,1,7.235266491,2,M,p,71.35820804
2,127,G,15.12673708,2431,1,7.346796081,1,M,p,48.36085945
1,122,C,14.68560469,2560,1,0.208021161,2,M,p,38.82506538
5,107,C,28.63855888,2437,1,5.548813437,2,M,p,57.72351643
3,152,C,24.84397333,2708,1,7.139013841,2,M,p,62.89858984
8,214,F,23.53755808,1377,1,3.089754309,1,M,p,75.07355658
7,218,G,25.16519463,1867,1,9.505106523,0,M,p,82.75378169
6,248,C,12.30543825,2010,1,4.104614089,0,M,p,70.77950851
8,169,F,18.23810887,1420,1,1.67222811,2,M,p,59.88652609
5,152,G,13.79622468,1245,1,2.070323878,2,M,p,49.88692609
5,144,F,19.57857316,2627,1,2.063314704,1,M,p,53.48403055
9,117,G,21.91492635,2164,1,2.281246048,0,M,p,54.40467976
0,147,G,16.8487615,2018,1,5.33856469,2,M,p,49.90245004
2,268,A,15.54720035,2950,1,2.304351394,0,M,p,71.89683171
4,212,F,26.58547665,1218,1,6.809794993,2,M,p,77.13672398
4,253,A,18.7878331,2839,1,0.354512139,1,M,p,71.86356193
3,279,D,19.13755961,2325,1,0.060191887,2,M,p,76.08399554
0,217,B,15.76595576,1792,1,7.2828636,0,M,p,64.87222379
5,265,C,29.62927925,1657,1,2.281202335,2,M,p,86.94755366
7,105,G,12.39040309,1014,1,0.148919417,2,M,p,39.3002822
8,131,A,26.07696723,2049,1,7.093427889,1,M,p,64.7626984
1,164,H,10.38630376,1954,1,8.846834683,1,M,p,51.99450806
6,244,H,23.45002245,2659,1,8.543510343,0,M,p,84.44853055
3,269,F,15.86702016,1517,1,3.523181208,2,M,p,74.60349936
9,269,A,18.91507938,1054,1,4.800068166,2,M,p,84.6236396
3,210,G,29.00979515,2384,1,4.063929749,2,M,p,75.17274538
8,261,H,13.39301013,1023,1,1.781395176,0,M,p,74.03510429
2,131,G,19.28852992,1666,1,1.417192789,1,M,p,46.97686971
9,277,E,23.14325351,1846,1,5.237409134,2,M,p,90.46633729
4,247,E,22.49578422,1862,1,2.012198117,2,M,p,75.65840391
9,278,G,28.7854261,1815,1,7.811179612,2,M,p,98.3180631
1,238,G,23.09284761,1848,1,2.455470789,1,M,p,71.83903364
7,154,E,13.88661673,1367,1,4.507011849,1,M,p,54.80496691
0,212,C,21.83338679,1622,1,0.792929984,0,M,p,62.84297809
8,227,D,11.00886796,1293,1,7.446151353,0,M,p,70.75413251
6,287,B,26.41162817,1285,1,7.240483517,1,M,p,94.41094887
8,261,D,29.56268045,2458,1,2.005371728,2,M,p,88.81178413
4,141,H,23.72796014,2410,1,0.10407347,1,M,p,53.65923759
1,161,H,25.0735113,1081,1,8.131031607,0,M,p,63.89719178
4,255,B,21.44786702,2833,1,8.363817252,2,M,p,82.66689757
5,182,A,29.4429146,2477,1,3.528519828,0,M,p,71.42714297
7,153,H,26.61318936,2984,1,0.026902454,0,M,p,61.57877288
4,239,C,12.18620399,1846,1,5.633835943,0,M,p,68.40141953
4,284,C,20.86190264,2706,1,3.77379191,1,M,p,83.34950429
5,168,H,23.88054694,1907,1,7.283760356,2,M,p,67.3762526
7,178,G,21.17005049,1981,1,7.010023631,1,M,p,68.66306907
1,135,E,15.26989247,2321,1,5.19153752,0,M,p,46.93444074
4,155,C,10.80974994,2757,1,3.161548825,2,M,p,47.89032377
4,267,F,19.75885857,2756,1,2.212165126,2,M,p,77.39513784
8,294,B,19.38793705,1210,1,6.911229358,1,M,p,91.1603727
1,197,G,19.10840172,1652,1,6.75148416,1,M,p,64.34904571
9,270,H,26.31382032,2263,1,3.865162871,1,M,p,90.54760116
3,111,G,21.74182367,1709,1,0.913995078,0,M,p,45.68163638
5,107,B,26.02358711,1128,1,3.450916261,0,M,p,53.27214466
7,182,C,27.1957987,2529,1,8.878932389,1,M,p,76.75515122
9,249,C,10.98753434,1583,1,0.32339401,1,M,p,69.01217491
8,241,D,29.27482822,2777,1,2.11023323,2,M,p,84.65757863
1,197,B,10.57505837,1592,1,5.018621427,1,M,p,54.93617396
8,208,A,24.22501568,1305,1,6.248608852,1,M,p,77.65112296
0,219,A,21.92398514,1834,1,8.180079198,1,M,p,71.71166582
1,225,E,17.56130428,2771,1,1.078740378,0,M,p,62.88391423
5,220,F,13.28385731,1838,1,2.258245412,0,M,p,63.21371699
8,203,A,29.61663281,1866,1,8.819552285,2,M,p,84.07452181
4,259,G,22.6375848,1758,1,9.813325776,0,M,p,85.9871521
4,224,D,17.78036737,2415,1,7.681719093,0,M,p,72.48404972
2,269,G,13.76418799,1866,1,5.488559562,0,M,p,73.67632876
9,193,H,13.35983368,1381,1,7.995732558,1,M,p,67.61958287
8,111,D,17.66309898,2815,1,3.650382526,0,M,p,49.74717161
6,194,H,16.05226314,1191,1,7.231660256,0,M,p,66.47869709
1,130,G,16.38181396,2511,1,5.969668626,2,M,p,47.71330119
7,127,C,11.43551861,2310,1,7.965929445,0,M,p,50.65789619
7,168,D,13.58289693,2792,1,1.950732257,2,M,p,54.77533949
6,200,G,12.59250845,2229,1,1.125973829,0,M,p,58.45923143
2,263,C,23.84098527,1851,1,3.877341458,0,M,p,79.9342282
6,101,H,22.28259097,2458,1,0.097506408,2,M,p,46.35183828
0,282,B,15.46732769,1507,1,4.640613696,1,M,p,74.96120861
5,243,G,23.57912035,1472,1,2.097409885,2,M,p,76.9186182
2,231,B,24.58289234,2791,1,9.731200948,2,M,p,80.05580406
0,190,A,29.23106648,1181,1,4.053878475,1,M,p,68.36183831
9,134,F,24.05629256,2284,1,4.8631927,2,M,p,62.313856
9,172,D,12.63502837,1430,1,7.192049638,1,M,p,61.96357517
0,127,D,21.57998924,1210,1,8.988556714,0,M,p,53.81054703
9,107,G,16.35664296,2770,1,2.072386702,0,M,p,47.19336536
3,292,A,25.36062483,2501,1,4.190820827,2,M,p,88.41538318
4,143,B,15.14405747,2192,1,4.341611963,2,M,p,50.57126369
0,179,B,12.30023424,2069,1,4.391855256,1,M,p,51.26206607
7,213,H,13.52696272,1943,1,5.067903194,0,M,p,66.84216964
3,189,D,21.70296264,1707,1,3.394142036,1,M,p,63.72680841
8,111,B,12.33248613,1270,1,0.002777625,1,M,p,41.30201515
3,254,F,15.31950549,1729,1,3.397305124,1,M,p,70.98486007
3,272,H,14.4518241,2138,1,0.550807143,0,M,p,70.95744884
4,131,B,11.73821431,1223,1,0.066018056,0,M,p,40.83041094
5,112,C,10.36095286,2551,1,6.669193242,2,M,p,43.39405082
9,105,H,28.96031049,2692,1,8.23561199,1,M,p,64.29989143
4,201,H,27.959643,1031,1,6.811004195,1,M,p,76.17468289
3,170,H,19.47957856,2700,1,5.57643575,1,M,p,60.10805645
0,287,G,20.75829339,1987,1,4.250578197,0,M,p,80.33304225
0,238,C,22.37989968,1089,1,0.318959301,0,M,p,68.06086901
6,236,B,12.44550236,2487,1,7.202028209,2,M,p,71.60298033
1,242,B,27.18890778,2747,1,0.916734371,1,M,p,74.78675137
7,165,E,15.3224428,1916,1,7.711788684,0,M,p,61.50198721
4,265,H,29.27849647,2379,1,8.624670635,1,M,p,91.97531745
4,206,A,14.6339394,2593,1,2.965152362,1,M,p,61.33569782
4,235,F,20.67611656,2196,1,4.538642219,1,M,p,74.14714712
3,241,G,14.73539466,2927,1,1.68474816,0,M,p,66.14660335
0,256,B,22.41406241,1821,1,0.004520706,1,M,p,71.37717687
9,168,D,14.44332513,2409,1,8.809000657,0,M,p,64.40799327
0,257,A,16.01939039,2952,1,7.502538719,0,M,p,73.31999007
7,218,A,13.62392196,1161,1,9.73734903,0,M,p,72.5988788
5,269,B,26.83566095,2009,1,7.30709543,0,M,p,90.25919028
8,262,G,28.02521288,2681,1,9.853211299,1,M,p,95.47590289
4,146,B,11.06312616,1267,1,3.645588811,0,M,p,46.80240235
7,166,F,29.72927525,2554,1,1.033198915,0,M,p,67.98954664
1,282,C,11.84919336,1403,1,0.407863904,1,M,p,68.47213793
6,186,B,14.33162665,2193,1,7.131100268,0,M,p,63.22956425
5,138,D,17.08895726,1103,1,7.269317937,2,M,p,55.24937947
3,206,C,24.09779831,1834,1,5.892065609,0,M,p,71.78008409
9,216,B,14.0668808,2552,1,9.732681842,0,M,p,74.59287456
4,124,B,25.69065188,1722,1,7.990159256,2,M,p,59.91174595
2,224,B,28.22094394,2749,1,9.281645502,2,M,p,81.48049505
4,213,H,24.72241684,1492,1,4.473536985,2,M,p,73.32371214
2,155,D,11.40148701,2405,1,6.612113959,2,M,p,49.87345227
1,201,A,23.34557937,2359,1,6.865988209,1,M,p,69.07700965
0,112,C,23.59515414,2893,1,7.98153517,0,M,p,51.61717389
8,223,A,21.67324994,1500,1,8.340893548,2,M,p,80.44681849
4,286,E,15.13401162,1503,1,3.079679381,1,M,p,77.90028984
5,188,C,25.72913246,2348,1,6.44939108,1,M,p,72.20561029
9,240,A,16.04819086,2070,1,0.911980013,2,M,p,72.35535179
3,161,H,21.20833681,1614,1,9.66091031,2,M,p,63.94841344
5,116,E,12.08186234,2045,1,3.785324288,1,M,p,42.8590004
6,226,G,20.13716372,2728,1,5.056424905,2,M,p,74.37987225
4,281,H,10.72041927,1387,1,8.86699398,2,M,p,78.71537132
3,161,E,13.79935133,2272,1,2.955221783,1,M,p,50.57463798
9,234,H,18.06968731,2315,1,0.83824893,0,M,p,72.90096751
6,195,C,26.13014597,1599,1,2.454001639,2,M,p,70.97113301
8,184,B,12.72903623,2323,1,3.611247858,0,M,p,59.86738047
4,145,E,25.379848,1016,1,8.240775049,1,M,p,64.08263825
5,242,D,20.9401773,2278,1,1.177085473,1,M,p,73.42324504
3,167,A,12.97223955,1009,1,3.063448895,2,M,p,51.13846449
1,194,G,26.20928883,1689,1,1.037498318,2,M,p,64.42585826
6,182,E,26.21256269,2017,1,5.926350358,0,M,p,71.91765678
9,212,A,25.42236549,2272,1,6.210204121,2,M,p,80.49033306
8,167,E,27.46320415,2207,1,7.44004383,1,M,p,73.55692757
7,277,E,23.23765794,2803,1,9.304158374,1,M,p,92.61805052
6,137,D,25.7027029,1980,1,7.309791516,0,M,p,63.84222412
3,171,F,10.58115266,1688,1,3.941616866,1,M,p,50.66465426
4,103,H,14.00626135,1151,1,6.531356994,0,M,p,43.73699221
4,117,B,17.76640803,2636,1,5.7982517,1,M,p,49.18801893
0,214,E,13.55205087,2416,1,8.533585404,0,M,p,63.53043118
5,254,G,26.36186148,1494,1,4.564104616,0,M,p,84.08977995
4,207,E,26.56288236,1875,1,9.166985302,1,M,p,78.47357943
2,186,D,10.35535731,1922,1,2.153140135,2,M,p,50.67296171
6,178,H,12.16039402,2096,1,0.813093795,0,M,p,53.35744841
1,261,F,21.04927764,1836,1,3.416717523,1,M,p,75.5610674
0,297,H,21.55858451,1813,1,8.375917994,2,M,p,87.17864406
5,238,F,11.78646675,2251,1,5.985230537,1,M,p,69.19305061
1,281,A,16.17020489,1556,1,9.180661333,2,M,p,80.93384573
5,291,E,14.80698691,1605,1,6.183270668,2,M,p,82.70955888
3,285,G,13.10228662,1308,1,7.526772508,1,M,p,79.31883046
2,154,A,16.97405065,2846,1,7.033122195,1,M,p,55.10976778
3,145,A,27.41600243,1336,1,9.829916397,1,M,p,66.50431858
3,182,F,22.12612406,2208,1,7.139989586,1,M,p,66.45350124
0,129,A,21.6478159,2611,1,1.721048048,0,M,p,47.00408236
6,237,F,15.08037293,2628,1,0.40507542,0,M,p,67.37741106
5,138,B,14.92371336,1536,1,1.937825241,2,M,p,47.96916727
3,183,G,21.69073243,2940,1,7.718442706,2,M,p,66.8401019
7,200,G,24.35442406,2208,1,1.796828447,0,M,p,70.7158101
8,257,A,25.41294812,2593,1,5.826659113,0,M,p,88.09831242
2,292,A,14.61365751,2322,1,7.667522651,2,M,p,81.21981441
2,289,D,28.5440057,1440,1,0.082347202,0,M,p,85.57195233
8,126,H,28.44710816,2676,1,5.431930854,2,M,p,64.23432819
8,263,H,12.63321995,2476,1,0.163404451,2,M,p,72.13330241
7,287,B,11.90012698,2967,1,2.157101778,2,M,p,77.26721606
8,214,B,13.73537281,1034,1,5.103485448,0,M,p,68.26532097
8,177,A,26.23422973,2500,1,4.030866904,2,M,p,71.04167366
6,185,B,20.09973421,1868,1,1.923401338,1,M,p,63.01316212
2,151,D,18.13776131,1091,1,6.58670974,0,M,p,55.11069492
2,280,D,17.46688675,1223,1,2.114784124,2,M,p,75.8349822
6,143,H,29.00705349,1968,1,4.108753708,0,M,p,64.81510185
6,248,H,16.77879795,1510,1,4.0415506,1,M,p,74.74246876
2,261,A,22.42317783,2118,1,3.618159782,1,M,p,77.99901983
9,249,A,26.8974075,1035,1,0.663241316,2,M,p,83.67090807
9,149,F,11.83058705,1845,1,6.849716888,2,M,p,56.29724523
4,164,E,24.07462788,1261,1,8.395672362,0,M,p,66.86283746
7,257,H,10.70643868,2580,1,2.75154507,2,M,p,70.78733988
9,277,B,24.83701626,1510,1,9.355393797,0,M,p,96.10870843
5,137,D,23.18238865,2360,1,1.098840482,2,M,p,54.36299027
2,299,D,22.50687108,2242,1,2.153571983,0,M,p,84.20975595
3,259,A,23.34894616,1945,1,7.989688641,2,M,p,83.80374018
4,144,F,13.63165735,2347,1,2.441719771,1,M,p,47.51021139
4,108,B,11.85506998,1921,1,5.31401781,0,M,p,41.58358079
6,143,C,14.35193168,2177,1,5.38743015,1,M,p,52.90416866
4,228,B,14.01858219,2074,1,9.068634565,0,M,p,71.28535853
0,193,C,21.72347834,1804,1,5.260703859,0,M,p,63.41183436
7,133,G,19.77139552,1471,1,0.104202463,0,M,p,51.49845843
4,137,D,28.56710798,1703,1,9.878789171,1,M,p,66.98918635
1,211,E,28.55838918,2529,1,8.404727478,1,M,p,77.30727774
6,231,C,29.16859314,2044,1,5.50438261,0,M,p,83.95611644
9,258,F,12.84238119,2255,1,5.7936339,2,M,p,77.95177697
6,144,D,14.82792666,2013,1,5.327832191,2,M,p,53.47296618
6,175,A,27.89852777,1424,1,5.582891325,0,M,p,71.69156631
2,136,C,14.00214221,1308,1,4.08008084,0,M,p,45.88200883
0,195,H,13.08265451,2298,1,8.945215056,2,M,p,59.71960411
0,203,C,11.56053127,2448,1,4.716306023,1,M,p,55.72078417
1,264,C,20.20565369,2368,1,9.151509823,0,M,p,81.13659814
5,207,C,11.29265554,2645,1,3.420366152,2,M,p,59.98375614
0,100,G,14.35259033,1085,1,8.03546056,0,M,p,40.95279186
9,100,C,22.41964673,1365,1,3.906432516,0,M,p,53.08411457
3,287,H,21.90839659,1078,1,6.141953845,0,M,p,86.25951078
9,200,F,15.74451173,2521,1,7.734153898,2,M,p,70.90421445
0,134,E,20.33833458,1476,1,7.713487223,2,M,p,52.81798835
0,102,G,19.55716521,1156,1,1.523957499,0,M,p,39.52540618
6,292,E,23.68868792,2164,1,0.165056581,2,M,p,85.88487571
5,262,H,25.28451773,2968,1,1.112254451,0,M,p,81.2683204
9,181,C,18.30474111,2444,1,6.204838786,2,M,p,67.87910579
7,121,D,22.84713869,2168,1,7.853784212,2,M,p,59.61620903
2,126,G,12.58939206,1793,1,0.324638975,0,M,p,38.85509183
0,285,B,12.42936991,1023,1,9.156285583,2,M,p,77.3427185
6,146,G,17.31429708,2117,1,3.977355248,1,M,p,54.76022262
0,240,E,12.93067679,2625,1,3.961596554,1,M,p,63.59920567
7,206,D,22.5784704,1778,1,4.318066834,2,M,p,72.8386902
7,123,A,19.42959374,1264,1,0.378794493,0,M,p,49.46542886
2,159,D,19.96928625,2655,1,0.97715729,0,M,p,52.74951491
2,183,H,17.03705863,2327,1,9.233108551,0,M,p,63.16646132
0,248,C,17.41893036,2330,1,7.885146003,0,M,p,73.16218333
9,190,D,25.89909945,2026,1,7.478269043,0,M,p,77.78745855
0,160,A,13.09140348,2378,1,4.582944919,2,M,p,48.36520805
2,101,E,12.5568288,1728,1,0.615659203,0,M,p,34.11680512
2,260,B,14.41435512,1906,1,2.314745907,0,M,p,69.28766551
1,281,B,23.10827786,2844,1,8.863220911,1,M,p,86.86067098
0,272,B,28.04278038,1943,1,0.562317096,1,M,p,80.20081944
5,213,G,14.3472673,1529,1,3.491799465,1,M,p,64.00434004
0,188,C,21.07186674,2532,1,6.806719346,1,M,p,63.37139941
6,117,B,20.25272528,1976,1,6.964013833,2,M,p,54.59146658
0,282,F,17.51495893,2235,1,6.805184954,0,M,p,78.96864799
1,242,B,22.38052641,1322,1,6.663934175,1,M,p,76.20640794
1,103,A,29.61746721,1999,1,3.743130774,1,M,p,51.99885126
2,130,H,22.616298,1919,1,3.95359291,2,M,p,52.30826111
6,185,G,29.75619228,1807,1,8.204010601,0,M,p,77.98458366
7,193,C,14.96796277,2048,1,3.661026734,1,M,p,62.73219323
2,278,C,27.41099597,1386,1,9.788801625,1,M,p,92.058698
9,178,F,14.66776821,1542,1,7.798983955,0,M,p,65.59997534
4,137,G,20.99142597,1788,1,5.328460602,2,M,p,55.62074397
1,212,H,14.68915878,1883,1,4.656908385,0,M,p,61.27715128
8,156,A,12.97913925,1146,1,4.425179768,0,M,p,55.30640509
0,170,D,22.64753751,2982,1,4.281599381,0,M,p,58.66438314
8,163,D,20.39559018,2704,1,0.647750107,2,M,p,59.60378127
0,177,E,29.72450279,1134,1,0.842508368,0,M,p,62.99456088
9,174,B,10.99969567,1341,1,4.87916766,1,M,p,58.57889376
1,204,E,25.69495389,1025,1,1.072166711,0,M,p,65.99762521
4,275,F,13.0137552,1308,1,8.52942131,1,M,p,79.24180099
2,232,G,15.22425027,2052,1,2.24863418,0,M,p,64.35045942
5,257,B,20.44654491,2900,1,0.712782881,1,M,p,75.5146733
3,106,E,28.85907772,1531,1,9.134583306,0,M,p,59.30775326
8,188,A,26.09685005,2962,1,0.725368369,2,M,p,69.81253341
7,229,G,18.39181501,2637,1,4.229044406,2,M,p,73.58167792
9,226,A,19.48710332,1384,1,5.316452281,2,M,p,77.05484527
9,151,B,12.24849259,1053,1,6.782699768,0,M,p,57.0063431
1,252,F,27.06945423,2323,1,2.382463944,0,M,p,78.14497275
8,279,G,26.56003248,1960,1,2.944122844,0,M,p,90.64815208
0,138,D,28.17342781,2938,1,6.005013205,2,M,p,58.96109823
8,129,B,11.01836286,2809,1,5.570340615,2,M,p,49.28686719
1,231,D,18.62259442,1112,1,6.872491374,2,M,p,70.83282635
5,266,A,28.12309504,2909,1,3.695059112,1,M,p,87.20584465
1,161,B,10.3877757,1588,1,2.757996823,0,M,p,45.30699495
3,165,C,27.57791926,2337,1,2.388901863,1,M,p,63.20902919
6,269,H,17.81126701,2811,1,9.556728235,1,M,p,85.38686854
2,144,F,17.70906971,2607,1,2.905888505,1,M,p,49.64405124
4,124,C,24.16376932,2344,1,4.137871062,1,M,p,54.68526345
3,267,C,11.91449572,1913,1,1.194916006,1,M,p,68.31796215
0,216,A,11.63500883,2934,1,0.329441751,0,M,p,54.0009497
1,119,G,25.7459067,1460,1,4.458193383,2,M,p,52.42950941
5,277,A,17.21342361,1323,1,8.250985754,0,M,p,84.143067
2,213,G,11.22785215,2672,1,4.549880052,1,M,p,59.25494699
1,289,H,14.12422851,1982,1,0.616225707,0,M,p,72.12803136
0,180,E,11.9767668,2375,1,8.560136621,2,M,p,55.33922674
4,158,D,29.78565143,1099,1,8.846370409,0,M,p,71.2534567
0,167,E,16.72948117,2317,1,2.789142536,1,M,p,51.24567559
3,256,H,13.92965356,2847,1,1.291992587,0,M,p,68.02868079
7,197,D,24.47218075,1988,1,0.603194581,2,M,p,69.02815725
1,105,E,26.55435767,2741,1,9.124122045,0,M,p,55.02304395
8,253,D,17.20899914,2125,1,3.93091522,2,M,p,78.01901445
0,209,C,17.72203047,1763,1,5.705604646,1,M,p,63.45543207
1,154,C,20.10312073,2184,1,3.11594663,0,M,p,53.00875529
5,207,A,18.81982138,2026,1,3.064749146,0,M,p,66.40258838
0,152,B,12.63933375,2064,1,8.886283795,2,M,p,50.66168417
2,227,G,26.72930011,1103,1,6.884953603,2,M,p,78.3413237
4,178,H,14.39471425,2512,1,8.258816226,2,M,p,60.81405905
1,235,E,27.81255566,2076,1,2.593123696,2,M,p,75.62442379
2,293,F,23.15132207,1688,1,0.735564171,1,M,p,82.17175404
3,159,E,13.69961794,1605,1,4.079524149,0,M,p,51.2091803
0,299,F,16.64473692,1771,1,0.615846583,2,M,p,75.39610982
8,186,C,14.39276861,1532,1,4.016521299,0,M,p,62.17001305
1,260,E,13.42637127,1561,1,4.863653443,0,M,p,69.94738759
1,274,A,27.03083302,2444,1,2.626035638,0,M,p,82.75378536
8,135,D,22.12750361,1053,1,6.470459458,0,M,p,61.38521271
9,232,E,13.7788441,1086,1,3.406997978,2,M,p,71.20795767
1,190,G,10.88489018,1460,1,2.986802187,2,M,p,51.78320335
8,151,A,14.23831033,1869,1,1.483733536,0,M,p,52.49821283
2,285,H,13.07068932,1505,1,9.995304867,0,M,p,80.75892525
4,159,F,16.95671787,2429,1,8.14995725,1,M,p,59.21100333
3,239,F,13.35612769,1351,1,3.008431139,1,M,p,65.82894606
3,156,H,14.80033142,1343,1,1.917889488,1,M,p,49.43818777
1,298,C,24.91173602,2036,1,4.581713157,1,M,p,87.60227558
3,232,A,23.4668816,1872,1,3.455543337,0,M,p,73.97573678
3,214,G,21.64152612,1760,1,6.243419303,0,M,p,71.52079281
5,117,B,15.22245774,1699,1,4.342113087,0,M,p,46.44232506
1,158,D,16.67686,1969,1,0.270963117,2,M,p,47.88013712
5,151,F,16.17910077,2674,1,0.110755613,1,M,p,49.87194631
9,221,C,20.28799802,2314,1,9.938186749,2,M,p,81.39738497
9,110,D,26.74028938,1925,1,5.292581806,0,M,p,60.35884224
0,260,E,21.64717175,1025,1,3.380493602,0,M,p,74.86294818
6,158,H,20.8808904,1960,1,5.005885077,1,M,p,61.39868643
5,270,C,10.17969111,2357,1,2.612918815,1,M,p,70.77464082
5,118,H,22.62198931,2570,1,6.600178117,0,M,p,55.55996849
0,295,D,29.41315053,1414,1,5.450285997,2,M,p,90.92212147
6,119,G,27.44123298,1021,1,0.192775702,2,M,p,54.68988539
9,241,B,10.87479021,2552,1,8.627095982,0,M,p,75.61440717
8,134,E,11.7942053,2479,1,0.628525838,0,M,p,46.04331061
6,189,D,27.51355749,2943,1,2.070186568,1,M,p,70.63238831
5,220,H,13.55570624,1049,1,7.62933254,2,M,p,68.82946815
7,208,F,29.44918789,1724,1,1.448669393,1,M,p,76.5529385
1,149,E,10.02983869,1231,1,2.199131571,1,M,p,42.02598639
0,279,D,18.56570897,2775,1,4.788353441,2,M,p,77.29749152
4,173,C,22.84459628,1442,1,5.18973055,0,M,p,64.3498672
9,117,C,25.37442892,2950,1,3.555594369,2,M,p,58.79258039
8,235,E,10.1798659,2034,1,2.891025232,2,M,p,67.05290454
8,127,A,19.02546113,1774,1,6.836044187,2,M,p,57.3589592
8,160,E,20.25890257,2610,1,7.898092591,1,M,p,66.1311049
3,287,C,24.13693213,2419,1,7.16892616,2,M,p,89.29216507
9,121,C,14.20650328,1456,1,0.491328234,0,M,p,46.47718118
3,259,H,24.56758525,1172,1,8.66768238,0,M,p,85.57850911
0,247,A,28.75372658,2889,1,1.261605851,0,M,p,76.53995977
1,249,F,10.97835117,2039,1,3.438259033,1,M,p,64.11877509
